author,title,rating,totalratings,genre_list
Shaunti Feldhahn,For Women Only: What You Need to Know About the Inner Lives of Men,4.06,25028,Marriage|Christian|Relationships|Self Help|Christian|Christian Living|Psychology|Christian|Christian Non Fiction|Religion|Faith|Religion|Christianity
Maya Banks,Sweet Surrender,3.97,25025,Romance|Adult Fiction|Erotica|Erotica|BDSM|Romance|Contemporary Romance|Romance|Erotic Romance|Contemporary|Erotica|Menage|Suspense
Amy A. Bartol,Intuition,4.27,25004,Paranormal|Angels|Fantasy|Paranormal|Fantasy|Romance|Romance|Paranormal Romance|New Adult|Fantasy|Supernatural|Fantasy|Urban Fantasy
Horace Walpole,The Castle of Otranto,3.18,24981,Classics|Gothic|Horror|Literature|18th Century|Fantasy|Literature|European Literature|British Literature|Historical|Historical Fiction
"J.D. Robb,Nora Roberts",Divided in Death,4.34,24975,Mystery|Romance|Mystery|Crime|Romance|Romantic Suspense|Futuristic|Suspense|Science Fiction|Thriller|Thriller|Mystery Thriller
"Timothy J. Keller,Kathy  Keller",The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,4.47,24968,Marriage|Christian|Religion|Christianity|Religion|Theology|Religion|Faith|Relationships|Christian|Christian Living|Religion|Spirituality
Julia Alvarez,How the GarcÃ­a Girls Lost Their Accents,3.64,24954,Historical|Historical Fiction|Contemporary|Classics|Coming Of Age|Family|Adult Fiction|Literary Fiction
J.C. Reed,Surrender Your Love,3.9,24927,Romance|Romance|Contemporary Romance|Adult Fiction|Erotica|Contemporary|New Adult|Romance|Erotic Romance|Suspense|Mystery
George R.R. Martin,A Dance with Dragons 2: After the Feast,4.43,24922,Fantasy|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Fantasy|Dragons|Adventure|Science Fiction Fantasy|Fantasy|Magic
Chloe Neill,Biting Cold,4.1,24886,Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Romance|Romance|Paranormal Romance|Fantasy|Magic|Paranormal|Witches|Paranormal|Angels
Julianne Donaldson,Blackmoore,4.17,24879,Romance|Historical|Historical Fiction|Romance|Historical Romance|Historical|Regency|Historical|Romance|Clean Romance|Historical Romance|Regency Romance|Womens Fiction|Chick Lit
Raymond E. Feist,Rage of a Demon King,4.06,24873,Fantasy|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Science Fiction Fantasy|Epic|Fantasy|Magic|Fantasy|Heroic Fantasy|War|Suspense
Jill Bolte Taylor,My Stroke of Insight: A Brain Scientist's Personal Journey,3.89,24793,Science|Autobiography|Memoir|Psychology|Biography|Biology|Neuroscience|Health|Medical|Health|Medicine|Neuroscience|Brain
Ron Chernow,"Titan: The Life of John D. Rockefeller, Sr.",4.12,24768,Biography|History|Business|North American Hi...|American History|Biography Memoir|Economics|Finance|Economics|Leadership
Dan Wells,Fragments,4.11,24764,Science Fiction|Dystopia|Science Fiction|Apocalyptic|Post Apocalyptic|Fantasy|Romance|Adventure|Science Fiction|Apocalyptic
"Anonymous,Ananda Maitreya,Thich Nhat Hanh",The Dhammapada,4.25,24714,Religion|Buddhism|Religion|Philosophy|Spirituality|Classics|Poetry|Philosophy|Eastern Philosophy|Cultural|India|Reference
"Jen Campbell,Greg McLeod,Myles McLeod",Weird Things Customers Say in Bookshops,3.77,24697,Humor|Writing|Books About Books|Humor|Comedy|Contemporary|Short Stories|Sequential Art|Graphic Novels|Literature|21st Century|European Literature|British Literature
Julie Garwood,Heartbreaker,4.04,24663,Romance|Romance|Romantic Suspense|Suspense|Contemporary|Mystery|Romance|Contemporary Romance|Thriller|Thriller|Mystery Thriller
Michael Ondaatje,The Cat's Table,3.61,24662,Historical|Historical Fiction|Cultural|Canada|Coming Of Age|Literary Fiction|Book Club|Literature|Historical|Adult Fiction
"Jessica Anthony,Rodrigo Corral",Chopsticks,3.78,24609,Sequential Art|Graphic Novels|Romance|Contemporary|Teen|Music|Realistic Fiction|Mystery|Art
Naomi Novik,Empire of Ivory,3.96,24604,Fantasy|Fantasy|Dragons|Historical|Historical Fiction|Science Fiction|Alternate History|Historical|Historical Fiction|Historical Fantasy|Science Fiction Fantasy|Adventure
"Isabel Allende,Anne McLean",Maya's Notebook,3.84,24602,Contemporary|Coming Of Age|European Literature|Spanish Literature|Historical|Historical Fiction|Drama
Roger Lowenstein,When Genius Failed: The Rise and Fall of Long-Term Capital Management,4.2,24589,Economics|Finance|Business|Economics|History|Currency|Money|Buisness|Biography|Finance|Personal Finance|Business|Management
Neale Donald Walsch,"Conversations With God: An Uncommon Dialogue, Book 2",4.11,24577,Spirituality|Religion|Philosophy|Self Help|Inspirational|Spirituality|New Age|Self Help|Personal Development|Religion|God|Psychology
Nalini Singh,Heart of Obsidian,4.42,24565,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Fantasy|Fantasy|Urban Fantasy|Paranormal|Shapeshifters|Science Fiction|Futuristic
Bernard Cornwell,Death of Kings,4.28,24554,Historical|Historical Fiction|Historical|Historical|Medieval|Fantasy|Adventure|European Literature|British Literature|War|Historical|Anglo Saxon
A. Meredith Walters,Bad Rep,3.9,24524,New Adult|Romance|Academic|College|Contemporary|Romance|Contemporary Romance|Music|Womens Fiction|Chick Lit|Realistic Fiction|Love
Christine Zolendz,Fall From Grace,3.98,24450,Fantasy|Paranormal|Romance|Paranormal|Angels|New Adult|Romance|Paranormal Romance|Fantasy|Fantasy|Supernatural|Contemporary|Music
Christine Feehan,Dark Gold,4.17,24411,Romance|Paranormal Romance|Romance|Fantasy|Paranormal|Paranormal|Vampires|Fantasy|Dark|Fantasy|Urban Fantasy|Fantasy|Supernatural
Ally Carter,Perfect Scoundrels,4.27,24379,Mystery|Contemporary|Romance|Adventure|Mystery|Crime|Teen|Womens Fiction|Chick Lit|Spy Thriller|Espionage
Jeaniene Frost,Bound by Flames,4.18,24371,Fantasy|Paranormal|Paranormal|Vampires|Romance|Romance|Paranormal Romance|Fantasy|Urban Fantasy|Fantasy|Fantasy|Magic|Fantasy|Supernatural
Olivia Cunning,Hot Ticket,4.26,24366,Romance|Adult Fiction|Erotica|Contemporary|Romance|Contemporary Romance|Music|Romance|Erotic Romance|Music|Musicians|Erotica|Menage
Richard Russo,Bridge of Sighs,3.77,24361,Contemporary|Literary Fiction|Literature|Family|Cultural|Italy|Coming Of Age|Adult Fiction
Anthony Horowitz,Raven's Gate,3.9,24360,Fantasy|Horror|Fantasy|Paranormal|Adventure|Fantasy|Supernatural|Mystery|Fantasy|Magic|Thriller
Shannon Messenger,Exile,4.54,24335,Fantasy|Middle Grade|Adventure|Fantasy|Magic|Young Adult Fantasy|Mystery|Fantasy|Elves
Suzanne Wright,Wicked Cravings,4.09,24312,Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Paranormal|Shapeshifters|Fantasy|Shapeshifters|Werewolves|Adult Fiction|Erotica|Fantasy|Supernatural|Fantasy|Urban Fantasy
Judith McNaught,Once and Always,4.19,24272,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Regency|Historical Romance|Regency Romance|Womens Fiction|Chick Lit|European Literature|British Literature
Ross King,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,3.88,24272,History|Art|Architecture|Cultural|Italy|Biography|Art|Art History|Historical|Science|History|European History
"Brian K. Vaughan,Pia Guerra,Goran SudÅ¾uka,JosÃ© MarzÃ¡n Jr.","Y: The Last Man, Vol. 9: Motherland",4.26,24251,Sequential Art|Graphic Novels|Sequential Art|Comics|Science Fiction|Graphic Novels Comics|Apocalyptic|Post Apocalyptic|Science Fiction|Dystopia|Comics|Comic Book|Fantasy
Colum McCann,TransAtlantic,3.82,24246,Historical|Historical Fiction|Cultural|Ireland|Historical|European Literature|Irish Literature|Literary Fiction|Contemporary|Adult Fiction|Book Club
Olivia Cunning,Double Time,4.13,24244,Romance|Adult Fiction|Erotica|Erotica|Menage|Contemporary|Music|Romance|Erotic Romance|Romance|Contemporary Romance|Romance|M M Romance|Menage|M M F
Gail Carriger,Curtsies & Conspiracies,4.12,24242,Science Fiction|Steampunk|Fantasy|Fantasy|Paranormal|Historical|Historical Fiction|Paranormal|Vampires|Science Fiction|Historical
Rachel RenÃ©e Russell,Tales from a Not-So-Graceful Ice Princess,4.34,24235,Middle Grade|Realistic Fiction|Sequential Art|Graphic Novels|Humor|Diary|Romance|Contemporary
David Baldacci,The Christmas Train,3.6,24225,Holiday|Christmas|Romance|Mystery|Holiday|Contemporary|Adult Fiction|Thriller
"Agatha Christie,Hugh Fraser",Mrs. McGinty's Dead,3.86,24220,Mystery|Mystery|Crime|Classics|Mystery|Detective|Thriller|Mystery Thriller|European Literature|British Literature|Mystery|Murder Mystery|Thriller
Nalini Singh,Archangel's Legion,4.36,24219,Fantasy|Urban Fantasy|Fantasy|Paranormal|Paranormal|Angels|Romance|Romance|Paranormal Romance|Fantasy|Paranormal|Vampires|Fantasy|Supernatural
Sinclair Lewis,Main Street,3.77,24216,Classics|Literature|Literature|American|Historical|Historical Fiction|Classics|Classic Literature|Literature|20th Century|Literary Fiction|Nobel Prize
Courtney Milan,The Duchess War,3.83,24140,Romance|Romance|Historical Romance|Historical|Historical|Historical Fiction|Historical|Regency|Historical|Victorian|Historical Romance|Regency Romance|Womens Fiction|Chick Lit
Anna Banks,Of Triton,3.98,24129,Fantasy|Romance|Mythology|Mermaids|Fantasy|Paranormal|Fantasy|Mythology|Romance|Paranormal Romance|Fantasy|Supernatural|Fantasy|Urban Fantasy
"Arthur C. Clarke,Gentry Lee",Rama II,3.69,24128,Science Fiction|Science Fiction Fantasy|Science Fiction|Aliens|Space|Fantasy|Space|Space Opera|Classics
"Larry Bossidy,Ram Charan,Charles Burck",Execution: The Discipline of Getting Things Done,3.87,24124,Business|Leadership|Business|Management|Self Help|Productivity|Self Help|Personal Development|Buisness|Psychology|Business|Entrepreneurship
M.C. Beaton,The Quiche of Death,3.74,24092,Mystery|Mystery|Cozy Mystery|Mystery|Crime|European Literature|British Literature|Thriller|Mystery Thriller|Humor|Mystery|Detective|Mystery|Murder Mystery
Maya Banks,Never Love a Highlander,4.22,24071,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Medieval|Cultural|Scotland|Adult Fiction|Erotica
Rachel Caine,Last Breath,4.31,24055,Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Fantasy|Urban Fantasy|Romance|Fantasy|Supernatural|Romance|Paranormal Romance|Teen
Jean Ferris,Once Upon a Marigold,4.0,24055,Fantasy|Romance|Fantasy|Fairy Tales|Middle Grade|Humor|Adventure|Juvenile
A.S. King,Ask the Passengers,3.85,24051,LGBT|Contemporary|Romance|Realistic Fiction|GLBT|Queer|Magical Realism|Teen|Coming Of Age
Iain M. Banks,Look to Windward,4.19,24040,Science Fiction|Space|Space Opera|Cultural|Science Fiction Fantasy|Space|Fantasy|Banking|Banks|Speculative Fiction
Anne Lamott,Operating Instructions: A Journal of My Son's First Year,4.17,24034,Autobiography|Memoir|Parenting|Humor|Biography|Biography Memoir|Writing|Essays|Family|Language|Writing
Robin Hobb,Blood of Dragons,4.16,24014,Fantasy|Fantasy|Dragons|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Science Fiction Fantasy|Adventure|Fantasy|Magic
Wiley Cash,A Land More Kind Than Home,3.86,23972,Mystery|American|Southern|Literary Fiction|Religion|Adult Fiction|Contemporary|Thriller|Historical|Historical Fiction
Ellis Avery,The Last Nude,3.85,23971,Historical|Historical Fiction|LGBT|Art|Historical|GLBT|Queer|Cultural|France|LGBT|Lesbian|Romance
"Douglas Preston,Lincoln Child",Two Graves,4.03,23966,Mystery|Thriller|Suspense|Thriller|Mystery Thriller|Mystery|Crime|Adventure|Horror|Science Fiction
Terry Pratchett,Dodger,3.93,23910,Historical|Historical Fiction|Fantasy|Historical|Humor|Mystery|Adventure|Teen
Colleen Houck,Tiger's Destiny,4.39,23909,Fantasy|Romance|Fantasy|Mythology|Fantasy|Paranormal|Fantasy|Magic|Adventure|Science Fiction|Time Travel|Romance|Paranormal Romance
Lisa Kleypas,Suddenly You,3.96,23889,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Regency|Historical Romance|Regency Romance|Historical|Victorian
Carl Hiaasen,Sick Puppy,3.88,23883,Humor|Mystery|Mystery|Crime|Humor|Comedy|Thriller|Thriller|Mystery Thriller|Contemporary
Kevin Powers,The Yellow Birds,3.74,23869,War|Historical|Historical Fiction|War|Military Fiction|Literary Fiction|Contemporary|Literature|Adult Fiction
"Alan Moore,Stephen R. Bissette,John Totleben,Dan Day,Ramsey Campbell","Swamp Thing, Vol. 1: Saga of the Swamp Thing",4.22,23843,Sequential Art|Comics|Sequential Art|Graphic Novels|Horror|Fantasy|Graphic Novels Comics|Comics|Comic Book|Superheroes|Dc Comics|Science Fiction|Comics|Superheroes
Amitav Ghosh,Sea of Poppies,3.96,23843,Historical|Historical Fiction|Cultural|India|Historical|Cultural|Asia|Asian Literature|Indian Literature|Literature|Cultural|China|Literary Fiction
A.C. Gaughen,Scarlet,3.93,23823,Historical|Historical Fiction|Fantasy|Romance|Retellings|Historical|Adventure|Fantasy|Fairy Tales|Young Adult Fantasy
"Camilla LÃ¤ckberg,Tiina Nunnally",The Hidden Child,3.98,23821,Mystery|Mystery|Crime|Thriller|European Literature|Scandinavian Literature|Cultural|Sweden|Thriller|Mystery Thriller|Scandinavian Lite...|Nordic Noir|European Literature|Swedish Literature
Laurell K. Hamilton,Kiss the Dead,3.82,23777,Fantasy|Urban Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Fantasy|Romance|Romance|Paranormal Romance|Horror|Paranormal|Shapeshifters|Fantasy|Supernatural
Piers Anthony,The Source of Magic,3.88,23770,Fantasy|Humor|Science Fiction Fantasy|Fantasy|Magic|Science Fiction|Adventure|Humor|Comedy|Fantasy|High Fantasy
Walt Disney Company,Disney Snow White and the Seven Dwarfs,4.2,23766,Picture Books|Classics|Fantasy|Fairy Tales|Fantasy|Media Tie In|Adventure|Fairy Tales|Princesses|Romance
Kristen Ashley,Jagged,4.11,23766,Romance|Romance|Contemporary Romance|Contemporary|Adult Fiction|Erotica|Sociology|Abuse|Womens Fiction|Chick Lit|Suspense|Romance|Romantic Suspense
"Umberto Eco,Richard Dixon,HelinÃ¤ Kangas",The Prague Cemetery,3.46,23742,Historical|Historical Fiction|Mystery|Literature|Historical|European Literature|Italian Literature|Cultural|Italy|Unfinished|Contemporary
Agatha Christie,Third Girl,3.69,23711,Mystery|Mystery|Crime|Classics|Mystery|Detective|Thriller|Mystery Thriller|European Literature|British Literature|Mystery|Murder Mystery|Thriller
Daniel Silva,The Fallen Angel,4.2,23656,Thriller|Mystery|Spy Thriller|Espionage|Thriller|Mystery Thriller|Suspense|Thriller|Spy Thriller|Mystery|Crime|Action
"Yukio Mishima,John Nathan",The Sailor Who Fell from Grace with the Sea,3.89,23649,Cultural|Japan|Asian Literature|Japanese Literature|Classics|Literature|Cultural|Asia|Literature|20th Century|Literature|Asian Literature|Literary Fiction
Harvey Karp,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,3.91,23644,Parenting|Self Help|Family|Health|Reference|How To|Psychology
Stephanie Perkins,There's Someone Inside Your House,3.45,23635,Horror|Mystery|Thriller|Contemporary|Romance|Thriller|Mystery Thriller|Suspense
Norman Mailer,The Naked and the Dead,3.94,23619,Classics|War|Historical|Historical Fiction|Literature|War|World War II|Literature|Banned Books|Literature|American|War|Military Fiction
Kate Beaton,Hark! A Vagrant,4.23,23540,Sequential Art|Graphic Novels|Sequential Art|Comics|Humor|History|Historical|Graphic Novels Comics|Humor|Comedy|Cultural|Canada
Lacey Weatherford,Crush,3.96,23539,Romance|Contemporary|New Adult|High School|Romance|Contemporary Romance|Mystery|Young Adult Romance|Teen|Realistic Fiction
Charlotte Rogan,The Lifeboat,3.2,23529,Historical|Historical Fiction|Historical|Adventure|Survival|Book Club|Adult Fiction|Mystery|Adventure
"YÅ«sei Matsui,æ¾äº•å„ªå¾",æš—æ®ºæ•™å®¤ 1 [Ansatsu Kyoushitsu 1],4.42,23526,Sequential Art|Manga|Sequential Art|Graphic Novels|Sequential Art|Comics|Science Fiction|Humor|Fantasy|Manga|Shonen|Action
"Arthur C. Clarke,Gentry Lee",The Garden of Rama,3.79,23516,Science Fiction|Science Fiction Fantasy|Space|Space Opera|Fantasy|Science Fiction|Aliens|Space|Classics
"Paulo Coelho,Alan R. Clarke",The Valkyries,3.32,23503,Spirituality|Philosophy|Contemporary|Inspirational|Fantasy|Literature|Romance|Religion
"Scott Snyder,James Tynion IV,Greg Capullo,Jonathan Glapion,Rafael Albuquerque,Jason Fabok,Becky Cloonan,Andy   Clarke,Sandu Florea",The City of Owls,4.27,23497,Sequential Art|Comics|Sequential Art|Graphic Novels|Dc Comics|Batman|Superheroes|Dc Comics|Comics|Comic Book|Comics|Superheroes|Graphic Novels Comics|Mystery|Comics Manga
Annie Dillard,Pilgrim at Tinker Creek,4.08,23481,Environment|Nature|Autobiography|Memoir|Writing|Essays|Classics|Philosophy|Science|Environment|Spirituality|Biography
Jan Karon,A Light in the Window,4.24,23469,Christian Fiction|Christian|Romance|Adult Fiction|Contemporary|Inspirational
Meg Cabot,Princess Mia,3.84,23465,Romance|Womens Fiction|Chick Lit|Contemporary|Teen|Humor|Realistic Fiction|High School
Jennifer Estep,Kiss of Frost,4.04,23429,Fantasy|Fantasy|Mythology|Fantasy|Paranormal|Fantasy|Urban Fantasy|Fantasy|Magic|Romance|Fantasy|Supernatural|Romance|Paranormal Romance
Jonah Berger,Contagious: Why Things Catch On,3.97,23427,Business|Psychology|Science|Self Help|Buisness|Business|Entrepreneurship|Sociology|Self Help|Personal Development
Richard Paul Evans,Rise of the Elgen,4.3,23426,Science Fiction|Fantasy|Adventure|Teen|Action|Middle Grade|Thriller|Fantasy|Paranormal
Arthur Conan Doyle,The Case-Book of Sherlock Holmes,4.16,23421,Mystery|Classics|Short Stories|Mystery|Crime|Mystery|Detective|Historical|Historical Fiction|Thriller|Mystery Thriller|Adventure
Julie James,About That Night,4.05,23417,Romance|Romance|Contemporary Romance|Contemporary|Womens Fiction|Chick Lit|Romance|Romantic Suspense|Humor|Suspense
Dean Koontz,By the Light of the Moon,3.86,23407,Horror|Thriller|Suspense|Mystery|Fantasy|Science Fiction|Fantasy|Supernatural|Thriller|Mystery Thriller|Fantasy|Paranormal
"J.G. Ballard,Martin Amis",The Drowned World,3.54,23396,Science Fiction|Apocalyptic|Post Apocalyptic|Science Fiction|Dystopia|Fantasy|Science Fiction|Apocalyptic|Speculative Fiction|Classics|Thriller
Rachel Dratch,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",3.59,23363,Autobiography|Memoir|Humor|Humor|Comedy|Biography|Biography|Autobiography|Biography Memoir|Womens
"Joe Navarro,Marvin Karlins",What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,3.9,23337,Psychology|Self Help|Language|Communication|Business|Self Help|Personal Development|Science|Social|Education
"Agatha Christie,David Suchet",Dead Man's Folly,3.82,23334,Mystery|Mystery|Crime|Classics|Mystery|Detective|Thriller|Mystery Thriller|European Literature|British Literature|Mystery|Murder Mystery|Thriller
